"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"110RU",110,"RU","44",2047.02,23,"(1,2+)",NA,NA
"110RU",110,"RU","44",2085.27,13,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",2143.1,3,"(1+,2,3,4+)",NA,NA
"110RU",110,"RU","44",2152.7,18,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",2204.6,4,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",2266.3,4,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",2337.9,4,"(2+,3,4+)",NA,NA
"110RU",110,"RU","44",2366.9,5,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",2413.02,25,NA,NA,NA
"110RU",110,"RU","44",2419.6,4,"(1,2+)",NA,NA
"110RU",110,"RU","44",2491.4,6,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",2552.04,23,"(1,2+)",NA,NA
"110RU",110,"RU","44",2573.8,7,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",2942.8,4,"(3-)",NA,NA
"110RU",110,"RU","44",3006.07,23,"(1,2+)",NA,NA
"110RU",110,"RU","44",3019.5,8,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",3072.2,3,"(2,3,4+)",NA,NA
"110RU",110,"RU","44",3091.39,14,NA,NA,NA
"110RH",110,"RH","45",0,NA,"(1+)","3.35 S",12
"110RH",110,"RH","45",112.19,9,"1+",NA,NA
"110RH",110,"RH","45",166.15,15,"(1)",NA,NA
"110RH",110,"RH","45",200.4,5,"(1)",NA,NA
"110RH",110,"RH","45",228.26,21,"(1)",NA,NA
"110RH",110,"RH","45",251.6,14,"(1)",NA,NA
"110RH",110,"RH","45",667.1,3,"(1)",NA,NA
"110PD",110,"PD","46",0,NA,"0+",NA,NA
"110PD",110,"PD","46",1574,3,"6+",NA,NA
"110PD",110,"PD","46",1900.07,22,"(4+)",NA,NA
"110PD",110,"PD","46",1987.21,24,"(6+)",NA,NA
"110PD",110,"PD","46",2260.6,3,"(5+)",NA,NA
"110PD",110,"PD","46",2790.64,24,"(6+)",NA,NA
"110PD",110,"PD","46",2804.95,23,"(6+)",NA,NA
"110CD",110,"CD","48",0,NA,"0+","STABLE",NA
"110CD",110,"CD","48",657.51,7,"2+",NA,NA
"110CD",110,"CD","48",1473.07,11,"0+",NA,NA
"110CD",110,"CD","48",1475.78,9,"2+",NA,NA
"110CD",110,"CD","48",1731.41,11,"0+",NA,NA
"110CD",110,"CD","48",1783.33,11,"2+",NA,NA
"110CD",110,"CD","48",2078.6,12,"0+",NA,NA
"110CD",110,"CD","48",2078.81,9,"3-",NA,NA
"110CD",110,"CD","48",2287.42,16,"2+",NA,NA
"110CD",110,"CD","48",2331.79,13,"(2+)",NA,NA
"110CD",110,"CD","48",2662.02,12,"0+",NA,NA
"110CD",110,"CD","48",2479.933,3,"6+",NA,NA
"110CD",110,"CD","48",2539.672,8,"5-",NA,NA
"110CD",110,"CD","48",2659.857,11,"5-",NA,NA
"110CD",110,"CD","48",2842.62,6,"(5)-",NA,NA
"110CD",110,"CD","48",2876.808,11,"6+",NA,NA
"110CD",110,"CD","48",2926.7465,16,"5+",NA,NA
"111RU",111,"RU","44",150.29,15,"(7/2+)",NA,NA
"111RU",111,"RU","44",279.7,20,NA,NA,NA
"111RU",111,"RU","44",317.2,3,"(9/2)","4.4 NS",12
"111RU",111,"RU","44",355.89,25,NA,"7.8 NS",21
"111RU",111,"RU","44",368.8,16,"(5/2+,7/2+,9/2+)","7.2 NS",16
"111RU",111,"RU","44",489.8,4,NA,"6.1 NS",13
"111RU",111,"RU","44",542.68,18,NA,NA,NA
"111RU",111,"RU","44",571,3,NA,NA,NA
"111RU",111,"RU","44",766.8,8,NA,NA,NA
"111RU",111,"RU","44",824.6,7,NA,NA,NA
"111RU",111,"RU","44",863.5,6,NA,NA,NA
"111RU",111,"RU","44",1026.3,4,NA,NA,NA
"111RU",111,"RU","44",1048.5,6,NA,NA,NA
"111RU",111,"RU","44",1435.2,5,NA,NA,NA
"111RH",111,"RH","45",0,NA,"(7/2+)",NA,NA
"111RH",111,"RH","45",211.42,13,"(9/2+)","0.5 NS",NA
"111RH",111,"RH","45",303.52,13,"(3/2+)","0.5 NS",NA
"111RH",111,"RH","45",382,12,"(5/2+)","0.3 NS",2
"111RH",111,"RH","45",394.98,18,"(3/2+)","87 NS",8
"111RH",111,"RH","45",394.98,18,"(3/2+)","87 NS",8
"111RH",111,"RH","45",440.47,23,"(1/2+)","4.8 NS",5
"111RH",111,"RH","45",492.72,19,"(1/2-)","6.8 NS",4
"111RH",111,"RH","45",567.45,18,"(7/2+)",NA,NA
"111RH",111,"RH","45",632.34,13,"(7/2+)","0.5 NS",NA
"111RH",111,"RH","45",663.17,21,"(5/2+)","0.5 NS",NA
"111RH",111,"RH","45",681.3,3,"(3/2-)",NA,NA
"111RH",111,"RH","45",732.6,3,"(5/2-)",NA,NA
"111RH",111,"RH","45",860.3,3,"(3/2-)",NA,NA
"111RH",111,"RH","45",960.5,4,"(3/2,5/2)",NA,NA
"111RH",111,"RH","45",976.8,4,"(5/2-)",NA,NA
"111RH",111,"RH","45",1018.05,22,"(3/2)",NA,NA
"111RH",111,"RH","45",1038.9,3,"(5/2,7/2)",NA,NA
"111RH",111,"RH","45",1054.94,18,"(5/2,7/2)",NA,NA
"111RH",111,"RH","45",1096.5,3,"(3/2,5/2)",NA,NA
"111RH",111,"RH","45",1159.5,5,"(3/2,5/2,7/2)",NA,NA
"111RH",111,"RH","45",1348.81,17,"(3/2,5/2,7/2)",NA,NA
"111RH",111,"RH","45",1898.01,17,"(5/2,7/2)",NA,NA
"111RH",111,"RH","45",2033.92,18,"(5/2,7/2)",NA,NA
"111RH",111,"RH","45",2126.78,22,"(3/2)",NA,NA
"111RH",111,"RH","45",2214.8,25,"(3/2,5/2,7/2)",NA,NA
"111PD",111,"PD","46",72.2,NA,"1/2+",NA,NA
"111PD",111,"PD","46",191.3,NA,"(+)",NA,NA
"111PD",111,"PD","46",195.1,NA,NA,NA,NA
"111PD",111,"PD","46",275.4,NA,"3/2+,5/2+",NA,NA
"111PD",111,"PD","46",789,NA,NA,NA,NA
"111PD",111,"PD","46",1090.2,NA,NA,NA,NA
"111AG",111,"AG","47",59.87,7,"7/2+","64.8 S",8
"111AG",111,"AG","47",376.66,7,"3/2+","16 NS",1
"111AG",111,"AG","47",391.2,10,"5/2-",NA,NA
"111AG",111,"AG","47",545.84,14,"7/2+",NA,NA
"111AG",111,"AG","47",568.5,2,"5/2+",NA,NA
"111AG",111,"AG","47",568.8,1,"5/2+",NA,NA
"111AG",111,"AG","47",606.93,9,"5/2+",NA,NA
"111AG",111,"AG","47",710.28,10,"(5/2+,7/2+)",NA,NA
"111AG",111,"AG","47",809.04,21,"5/2-",NA,NA
"111AG",111,"AG","47",876.1,5,NA,NA,NA
"111AG",111,"AG","47",1062.2,16,"(3/2+,5/2+)",NA,NA
"111AG",111,"AG","47",1085.6,4,"(7/2+)",NA,NA
"111AG",111,"AG","47",1086.47,20,"(3/2+,5/2+)",NA,NA
"111AG",111,"AG","47",1119.3,4,"(3/2+)",NA,NA
"111AG",111,"AG","47",1170.3,6,"(3/2+,5/2+)",NA,NA
"111AG",111,"AG","47",1180.29,15,"3/2+,5/2+",NA,NA
"111AG",111,"AG","47",1210.44,17,"3/2+",NA,NA
"111AG",111,"AG","47",1518.8,14,"5/2+,7/2+",NA,NA
"111AG",111,"AG","47",1602.5,4,"5/2+",NA,NA
"111AG",111,"AG","47",1621.9,8,"3/2+",NA,NA
"111AG",111,"AG","47",1674.3,4,"3/2-",NA,NA
"111AG",111,"AG","47",1704.8,4,"(5/2+,7/2+)",NA,NA
"111AG",111,"AG","47",130.3,7,"9/2+",NA,NA
"111AG",111,"AG","47",545.69,10,"7/2+",NA,NA
"111AG",111,"AG","47",705.36,11,"(11/2+)",NA,NA
"111AG",111,"AG","47",824.48,11,NA,NA,NA
"111AG",111,"AG","47",959,3,"11/2+",NA,NA
"111AG",111,"AG","47",1023.84,11,"9/2-",NA,NA
"111AG",111,"AG","47",1159.82,21,NA,NA,NA
"111AG",111,"AG","47",1542.4,5,"(13/2)",NA,NA
"111AG",111,"AG","47",1549.47,13,"9/2-,11/2-",NA,NA
"111AG",111,"AG","47",1705.92,17,"(7/2+,9/2-)",NA,NA
"111AG",111,"AG","47",1781.65,15,"(9/2+,11/2+)",NA,NA
"111AG",111,"AG","47",1821.48,10,"(9/2-,11/2-)",NA,NA
"111AG",111,"AG","47",1905.78,18,"(9/2-,11/2-)",NA,NA
"111AG",111,"AG","47",1964.4,5,NA,NA,NA
"111AG",111,"AG","47",1987.87,19,"(13/2-)",NA,NA
"111AG",111,"AG","47",2069.3,5,NA,NA,NA
"111AG",111,"AG","47",2101.1,3,"(11/2-)",NA,NA
"111CD",111,"CD","48",0,NA,"1/2+","STABLE",NA
"111CD",111,"CD","48",245.42,NA,"5/2+","84.5 NS",4
"111CD",111,"CD","48",342.13,NA,"3/2+","59 PS",12
"111CD",111,"CD","48",620.2,NA,"5/2+",NA,NA
"111CD",111,"CD","48",754.7,NA,"3/2+",NA,NA
"111CD",111,"CD","48",864.8,NA,"3/2+",NA,NA
"111CD",111,"CD","48",866.7,NA,"(3/2+)",NA,NA
"111CD",111,"CD","48",245.38,3,"5/2+",NA,NA
"111CD",111,"CD","48",416.66,4,"7/2+","0.12 NS",NA
"111CD",111,"CD","48",620.14,16,"5/2+",NA,NA
"111CD",111,"CD","48",752.69,20,"5/2+",NA,NA
"112RH",112,"RH","45",0,NA,"(1+)","2.1 S",3
"112RH",112,"RH","45",82.27,17,"(1+,2+)",NA,NA
"112RH",112,"RH","45",327.03,17,"(1+)",NA,NA
"112RH",112,"RH","45",542,5,NA,NA,NA
"112RH",112,"RH","45",670.2,5,"(1)",NA,NA
"112PD",112,"PD","46",0,NA,"0+",NA,NA
"112PD",112,"PD","46",348.63,13,"2+",NA,NA
"112PD",112,"PD","46",736.68,14,"2+",NA,NA
"112PD",112,"PD","46",1125.54,22,"0+",NA,NA
"112PD",112,"PD","46",1139.71,21,"(0,1,2)+",NA,NA
"112PD",112,"PD","46",1402.59,16,"2+",NA,NA
"112PD",112,"PD","46",1422.66,15,"2+",NA,NA
"112PD",112,"PD","46",2107.3,4,"(1,2+)",NA,NA
"112PD",112,"PD","46",2496.83,23,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",2509.7,6,"(1,2+)",NA,NA
"112PD",112,"PD","46",2540.5,5,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",2603.9,5,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",2665.5,5,"(1,2+)",NA,NA
"112PD",112,"PD","46",2688.11,24,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",2747.18,23,"(1,2+)",NA,NA
"112PD",112,"PD","46",2770,7,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",2836.4,5,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",3013.8,5,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",3225.5,6,"(0+,1,2)",NA,NA
"112PD",112,"PD","46",1550.5,20,"6+",NA,NA
"112PD",112,"PD","46",1759,21,"(5+)",NA,NA
"112PD",112,"PD","46",2002.76,25,"(6+)",NA,NA
"112PD",112,"PD","46",2200.62,20,"(5,6+)",NA,NA
"112PD",112,"PD","46",2269.4,23,"(5-)",NA,NA
"112PD",112,"PD","46",2354.51,20,"(4,5+)",NA,NA
"112PD",112,"PD","46",2395.2,24,"(5+)",NA,NA
"112PD",112,"PD","46",2430.8,5,"(5,6+)",NA,NA
"112PD",112,"PD","46",2441.4,3,"(5,6+)",NA,NA
"112PD",112,"PD","46",2543.2,3,"(5+)",NA,NA
"112PD",112,"PD","46",2578.8,5,"(6-)",NA,NA
"112PD",112,"PD","46",2629.7,11,"(5,6,7)",NA,NA
"112PD",112,"PD","46",2754.81,19,"5+",NA,NA
"112PD",112,"PD","46",2966.64,24,"(5,6+)",NA,NA
"112PD",112,"PD","46",3043.4,4,"(5,6)",NA,NA
"112PD",112,"PD","46",3759.6,5,"(5,6+)",NA,NA
"112PD",112,"PD","46",3772,8,"(5,6+)",NA,NA
"112PD",112,"PD","46",3794.3,9,"(5,6+)",NA,NA
"112PD",112,"PD","46",3940.3,9,"(5,6+)",NA,NA
"112AG",112,"AG","47",18.5,5,"(1+)",NA,NA
"112CD",112,"CD","48",0,NA,"0+",NA,NA
"112CD",112,"CD","48",617.519,3,"2+",NA,NA
"112CD",112,"CD","48",1224.344,5,"0+",NA,NA
"112CD",112,"CD","48",1312.391,8,"2+",NA,NA
"112CD",112,"CD","48",1415.57,5,"4+",NA,NA
"112CD",112,"CD","48",1433.28,17,"0+",NA,NA
"112CD",112,"CD","48",1468.819,15,"2+",NA,NA
"112CD",112,"CD","48",1871.23,7,"0+",NA,NA
"112CD",112,"CD","48",2005.18,3,"3-",NA,NA
"112CD",112,"CD","48",2064.53,3,"3+",NA,NA
"112CD",112,"CD","48",2156.22,6,"2+",NA,NA
"112CD",112,"CD","48",2231.17,5,"2+",NA,NA
"112CD",112,"CD","48",2416.01,5,"3-",NA,NA
"112CD",112,"CD","48",2506.36,7,"(2)+",NA,NA
"112CD",112,"CD","48",2506.68,7,"1-",NA,NA
"112CD",112,"CD","48",2668.94,7,"(2)-",NA,NA
"112CD",112,"CD","48",2674.04,18,"2+",NA,NA
"112CD",112,"CD","48",2723.95,7,"2+",NA,NA
"112CD",112,"CD","48",2765.75,6,"2+",NA,NA
"112CD",112,"CD","48",2829.19,7,"1-",NA,NA
"112CD",112,"CD","48",2866.79,6,"3-",NA,NA
"112CD",112,"CD","48",2867.47,6,"(3)+",NA,NA
"112CD",112,"CD","48",2962,7,"2+",NA,NA
"112CD",112,"CD","48",3068.64,6,"4+",NA,NA
"112CD",112,"CD","48",3130.85,7,"5-",NA,NA
"112CD",112,"CD","48",3133.42,9,"1-",NA,NA
"112CD",112,"CD","48",3169.48,7,"2+",NA,NA
"112CD",112,"CD","48",3231.6,7,"1+",NA,NA
"112CD",112,"CD","48",3303.25,14,"(2,3)+",NA,NA
"112CD",112,"CD","48",3369.62,7,"(0+:4+)",NA,NA
"112CD",112,"CD","48",3393.3,10,"(1,2+)",NA,NA
"112CD",112,"CD","48",3470.3,12,"2+,3,4+",NA,NA
"112CD",112,"CD","48",3478.7,9,"0+:4+",NA,NA
"112SN",112,"SN","50",0,NA,"0+",NA,NA
"113RU",113,"RU","44",98.27,23,"(3/2+)",NA,NA
"113RU",113,"RU","44",164.1,3,"(5/2+)",NA,NA
"113RU",113,"RU","44",294.9,3,"(5/2+,7/2+)",NA,NA
"113RU",113,"RU","44",433.6,3,NA,NA,NA
"113RU",113,"RU","44",688.1,3,NA,NA,NA
"113RU",113,"RU","44",1618.4,5,NA,NA,NA
"113RH",113,"RH","45",263.18,16,"(3/2+)","0.38 NS",12
"113RH",113,"RH","45",600.7,3,"(3/2+)","0.66 NS",14
"113RH",113,"RH","45",823.4,4,NA,NA,NA
"113RH",113,"RH","45",968,4,NA,NA,NA
"113RH",113,"RH","45",978,4,NA,NA,NA
"113RH",113,"RH","45",1008.9,3,NA,NA,NA
"113RH",113,"RH","45",1034.1,6,NA,NA,NA
"113RH",113,"RH","45",1060.9,4,NA,NA,NA
"113RH",113,"RH","45",1463.9,8,NA,NA,NA
"113RH",113,"RH","45",1485.2,9,NA,NA,NA
"113RH",113,"RH","45",1711.6,10,NA,NA,NA
"113RH",113,"RH","45",1908.9,8,NA,NA,NA
"113RH",113,"RH","45",1945,7,NA,NA,NA
"113RH",113,"RH","45",1966,9,NA,NA,NA
"113RH",113,"RH","45",2121.9,4,NA,NA,NA
"113RH",113,"RH","45",2191.2,4,NA,NA,NA
"113RH",113,"RH","45",2221.4,4,NA,NA,NA
"113RH",113,"RH","45",2287.4,5,NA,NA,NA
"113RH",113,"RH","45",2297.4,7,NA,NA,NA
"113RH",113,"RH","45",2525.6,5,NA,NA,NA
"113RH",113,"RH","45",2623.6,10,NA,NA,NA
"113RH",113,"RH","45",2675.3,14,NA,NA,NA
"113RH",113,"RH","45",211.73,18,"(9/2+)","0.21 NS",13
"113RH",113,"RH","45",263.1,17,"(3/2+)","0.38 NS",12
"113RH",113,"RH","45",351.24,20,"(5/2+)",NA,NA
"113RH",113,"RH","45",444.12,25,"(11/2+)",NA,NA
"113RH",113,"RH","45",578.8,25,"(7/2+)",NA,NA
"113RH",113,"RH","45",785,4,"(9/2+)",NA,NA
"113RH",113,"RH","45",786.3,4,"(7/2+)",NA,NA
"113RH",113,"RH","45",834.1,3,"(5/2+)",NA,NA
"113RH",113,"RH","45",1206.4,6,NA,NA,NA
"113RH",113,"RH","45",1529.8,6,NA,NA,NA
"113RH",113,"RH","45",1843.4,7,NA,NA,NA
"113RH",113,"RH","45",2058.4,6,"(9/2-)",NA,NA
"113RH",113,"RH","45",2367.9,4,"(9/2-)",NA,NA
"113RH",113,"RH","45",2417.6,5,"(9/2-)",NA,NA
"113PD",113,"PD","46",151.88,17,"(3/2+)",NA,NA
"113PD",113,"PD","46",172.55,21,"(1/2+)",NA,NA
"113PD",113,"PD","46",189.6,15,"(5/2+,7/2+)",NA,NA
"113PD",113,"PD","46",252.18,16,"(3/2+,1/2+)",NA,NA
"113PD",113,"PD","46",349.13,20,"(3/2+,5/2+,7/2+)",NA,NA
"113PD",113,"PD","46",372.97,22,"(1/2+,3/2+,5/2+)",NA,NA
"113PD",113,"PD","46",409.26,18,"+",NA,NA
"113PD",113,"PD","46",454.6,3,NA,NA,NA
"113PD",113,"PD","46",500.34,23,NA,NA,NA
"113PD",113,"PD","46",538.7,4,NA,NA,NA
"113PD",113,"PD","46",730.6,4,NA,NA,NA
"113PD",113,"PD","46",742.3,5,NA,NA,NA
"113PD",113,"PD","46",861.2,4,NA,NA,NA
"113PD",113,"PD","46",1081.2,6,NA,NA,NA
"113AG",113,"AG","47",43.53,14,"7/2+","68.7 S",16
"113AG",113,"AG","47",139.3,15,"9/2+",NA,NA
"113AG",113,"AG","47",222.08,13,"3/2+","23 NS",2
"113AG",113,"AG","47",366.84,20,"(5/2-)",NA,NA
"113AG",113,"AG","47",369.8,17,"7/2+","0.8 NS",NA
"113AG",113,"AG","47",476.7,14,"5/2+","0.5 NS",NA
"113AG",113,"AG","47",607.06,23,NA,NA,NA
"113AG",113,"AG","47",673.35,23,NA,NA,NA
"113AG",113,"AG","47",781.79,20,"(5/2-)",NA,NA
"113AG",113,"AG","47",783.16,14,"(3/2,5/2,7/2)",NA,NA
"113CD",113,"CD","48",0,NA,"1/2+","8.04E15 Y",5
"113CD",113,"CD","48",298.53,6,"3/2+",NA,NA
"113CD",113,"CD","48",316.18,6,"5/2+","10.7 NS",4
"113CD",113,"CD","48",584.06,9,"5/2+",NA,NA
"113CD",113,"CD","48",680.58,7,"3/2+",NA,NA
"113CD",113,"CD","48",708.58,12,"5/2+",NA,NA
"113CD",113,"CD","48",883.6,10,"1/2+",NA,NA
"113CD",113,"CD","48",988.44,8,"1/2+",NA,NA
"113CD",113,"CD","48",1049.9,10,"3/2+",NA,NA
"113CD",113,"CD","48",1126.09,8,"3/2+",NA,NA
"113CD",113,"CD","48",1194.66,6,"(3/2-)",NA,NA
"113CD",113,"CD","48",1479.29,7,"3/2+,5/2+",NA,NA
"113CD",113,"CD","48",316.09,8,"5/2+",NA,NA
"113CD",113,"CD","48",458.3,16,"7/2+",NA,NA
"113CD",113,"CD","48",583.87,25,"5/2+",NA,NA
"113CD",113,"CD","48",708.34,17,"5/2+",NA,NA
"113CD",113,"CD","48",1007.1,3,"(5/2)+",NA,NA
"113CD",113,"CD","48",1047.4,4,"7/2+",NA,NA
"113CD",113,"CD","48",1195.3,6,"5/2+",NA,NA
"113IN",113,"IN","49",0,NA,"9/2+",NA,NA
"113IN",113,"IN","49",0,NA,"9/2+","STABLE",NA
"114RU",114,"RU","44",708.2,3,"(4+)",NA,NA
"114RU",114,"RU","44",828.5,2,"(3+)",NA,NA
"114RU",114,"RU","44",1056.1,4,"(GE 3)",NA,NA
"114RU",114,"RU","44",1082,6,"(4+)",NA,NA
"114RU",114,"RU","44",1298.8,4,"(6+)",NA,NA
"114RU",114,"RU","44",1372.5,3,"(5+)",NA,NA
"114RU",114,"RU","44",1578.5,6,"(GE 3)",NA,NA
"114RU",114,"RU","44",1602.4,6,"(GE 3)",NA,NA
"114RU",114,"RU","44",2068.7,10,"(GE 3)",NA,NA
"114RU",114,"RU","44",0,NA,"0+",NA,NA
"114RU",114,"RU","44",265.2,2,"2+",NA,NA
"114RU",114,"RU","44",563.3,2,"(2+)",NA,NA
"114RU",114,"RU","44",1883.1,5,"(2+)",NA,NA
"114RH",114,"RH","45",0,NA,"1+","1.85 S",5
"114RH",114,"RH","45",179.35,23,"1+",NA,NA
"114RH",114,"RH","45",255.1,4,"1+",NA,NA
"114RH",114,"RH","45",267,4,"1+",NA,NA
"114PD",114,"PD","46",0,NA,"0+",NA,NA
"114PD",114,"PD","46",332.61,10,"2+",NA,NA
"114PD",114,"PD","46",694.64,18,"2+",NA,NA
"114PD",114,"PD","46",1115.5,21,"(0+)",NA,NA
"114PD",114,"PD","46",1391.66,24,"2+",NA,NA
"114PD",114,"PD","46",852.39,16,"4+",NA,NA
"114PD",114,"PD","46",1011.66,16,"3+",NA,NA
"114PD",114,"PD","46",1319.91,18,"4+",NA,NA
"114PD",114,"PD","46",1500.53,19,"6+",NA,NA
"114PD",114,"PD","46",1630.69,18,"5+",NA,NA
"114PD",114,"PD","46",1638.73,21,"(3-,4+)",NA,NA
"114PD",114,"PD","46",1983.72,21,"6+",NA,NA
"114PD",114,"PD","46",2065.17,19,"(4-)",NA,NA
"114PD",114,"PD","46",2090.34,22,"(4-,5+)",NA,NA
"114PD",114,"PD","46",2184.03,19,"(5-)",NA,NA
"114PD",114,"PD","46",2215.8,4,"8+",NA,NA
"114PD",114,"PD","46",2290,3,"7+",NA,NA
"114PD",114,"PD","46",2316.1,3,NA,NA,NA
"114PD",114,"PD","46",2398.5,4,NA,NA,NA
"114PD",114,"PD","46",2446.8,3,"(6+)",NA,NA
"114PD",114,"PD","46",2520.19,19,"(6-)",NA,NA
"114PD",114,"PD","46",2562.8,5,"(6+)",NA,NA
"114PD",114,"PD","46",2598.42,23,"(7-)",NA,NA
"114PD",114,"PD","46",2611.3,3,"(6+)",NA,NA
"114PD",114,"PD","46",2623.28,18,"(6-)",NA,NA
"114PD",114,"PD","46",2687.7,3,"(6)",NA,NA
"114PD",114,"PD","46",2738.6,3,NA,NA,NA
"114PD",114,"PD","46",2752,4,"(6,7-)",NA,NA
"114PD",114,"PD","46",2789.35,24,"(6,7-)",NA,NA
"114PD",114,"PD","46",2792.8,4,NA,NA,NA
"114PD",114,"PD","46",2821.6,4,NA,NA,NA
"114PD",114,"PD","46",2853.2,4,NA,NA,NA
"114PD",114,"PD","46",2892.3,4,NA,NA,NA
"114PD",114,"PD","46",2927.5,4,NA,NA,NA
"114PD",114,"PD","46",2953.4,4,"(6-)",NA,NA
"114PD",114,"PD","46",2997.4,3,NA,NA,NA
"114PD",114,"PD","46",3055.4,5,NA,NA,NA
"114PD",114,"PD","46",3064.42,23,"(6,7)-",NA,NA
"114PD",114,"PD","46",3078.3,3,"(6,7)",NA,NA
"114PD",114,"PD","46",3099.2,4,"(6,7+)",NA,NA
"114PD",114,"PD","46",3128.37,20,"(6-)",NA,NA
"114PD",114,"PD","46",3138.78,23,"(6-)",NA,NA
"114PD",114,"PD","46",3161.9,4,NA,NA,NA
"114PD",114,"PD","46",3423.9,4,NA,NA,NA
"114AG",114,"AG","47",0,NA,"1+","4.6 S",1
"114AG",114,"AG","47",126.7,2,"0+,1+,2+",NA,NA
"114AG",114,"AG","47",136.7,21,"(-)",NA,NA
"114AG",114,"AG","47",358.5,3,"1+",NA,NA
"114CD",114,"CD","48",0,NA,"0+",NA,NA
"114CD",114,"CD","48",558.47,6,"2+",NA,NA
"114CD",114,"CD","48",1134.49,9,"0+",NA,NA
"114CD",114,"CD","48",1209.73,7,"2+",NA,NA
"114CD",114,"CD","48",1283.77,10,"4+",NA,NA
"114CD",114,"CD","48",1305.69,24,"0+",NA,NA
"114CD",114,"CD","48",1364.27,6,"2+",NA,NA
"114CD",114,"CD","48",1841.95,9,"2+",NA,NA
"114CD",114,"CD","48",1859.77,8,"0+",NA,NA
"114CD",114,"CD","48",2048.11,18,"2+",NA,NA
"114CD",114,"CD","48",2218.86,10,"2+",NA,NA
"114CD",114,"CD","48",2455.86,8,"1-",NA,NA
"114CD",114,"CD","48",2553.83,22,"0+",NA,NA
"114CD",114,"CD","48",2637.8,3,"0+",NA,NA
"114CD",114,"CD","48",2661.6,3,"2+",NA,NA
"114CD",114,"CD","48",2702.7,3,"2+",NA,NA
"114CD",114,"CD","48",2800.35,8,"(1+,2+)",NA,NA
"114CD",114,"CD","48",2952.4,3,"3+",NA,NA
"114CD",114,"CD","48",3052.73,24,"0+",NA,NA
"114CD",114,"CD","48",3166.84,9,"0+,1+,2+",NA,NA
"114CD",114,"CD","48",3213.2,3,"(1,2)-",NA,NA
"114CD",114,"CD","48",3267.27,10,"1+,2+",NA,NA
"114CD",114,"CD","48",3315.7,3,"(0,1,2)",NA,NA
"114CD",114,"CD","48",3350.8,3,"0+,1+",NA,NA
"114CD",114,"CD","48",3445.1,4,NA,NA,NA
"114CD",114,"CD","48",3501.15,8,"0+,1+,2+",NA,NA
"114SN",114,"SN","50",0,NA,"0+","STABLE",NA
"114SN",114,"SN","50",1299.92,7,"2+","0.30 PS",6
"115RH",115,"RH","45",292.4,2,"(3/2+)",NA,NA
"115RH",115,"RH","45",372.5,2,"(5/2+)",NA,NA
"115RH",115,"RH","45",499.5,2,"(3/2+)",NA,NA
"115RH",115,"RH","45",617.6,2,"(7/2+)",NA,NA
"115RH",115,"RH","45",695.9,3,"(3/2+)",NA,NA
"115RH",115,"RH","45",730.8,2,"(1/2+)",NA,NA
"115RH",115,"RH","45",935,3,"(5/2+)",NA,NA
"115RH",115,"RH","45",1002.7,3,NA,NA,NA
"115RH",115,"RH","45",1010.6,3,NA,NA,NA
"115RH",115,"RH","45",1117.6,3,NA,NA,NA
"115RH",115,"RH","45",1258.7,4,NA,NA,NA
"115RH",115,"RH","45",1398.3,6,NA,NA,NA
"115RH",115,"RH","45",1452.4,3,NA,NA,NA
"115RH",115,"RH","45",1474.4,4,NA,NA,NA
"115RH",115,"RH","45",1684.6,5,NA,NA,NA
"115RH",115,"RH","45",2050.4,4,NA,NA,NA
"115RH",115,"RH","45",2249.4,4,NA,NA,NA
"115RH",115,"RH","45",2280.1,6,NA,NA,NA
"115CD",115,"CD","48",0,NA,"1/2+","53.46 H",5
"115CD",115,"CD","48",229.04,8,"(3/2)+",NA,NA
"115CD",115,"CD","48",360.53,11,"(5/2)+",NA,NA
"115CD",115,"CD","48",472.7,1,"3/2+,5/2+",NA,NA
"115CD",115,"CD","48",507.27,19,"3/2+,5/2+",NA,NA
"115CD",115,"CD","48",649.12,9,"1/2+",NA,NA
"115CD",115,"CD","48",749.44,23,"3/2+,5/2+",NA,NA
"115CD",115,"CD","48",776.69,14,"3/2+,5/2+",NA,NA
"115CD",115,"CD","48",962.68,17,"1/2+",NA,NA
"115CD",115,"CD","48",1091.99,20,"(3/2-)",NA,NA
"115CD",115,"CD","48",1126.2,3,NA,NA,NA
"115CD",115,"CD","48",1224.6,3,NA,NA,NA
"115CD",115,"CD","48",1317.2,24,"3/2+,5/2+",NA,NA
"115CD",115,"CD","48",1358.3,4,"3/2+,5/2+",NA,NA
"115CD",115,"CD","48",1742,6,NA,NA,NA
"115CD",115,"CD","48",2077.6,8,NA,NA,NA
