"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"102CD",102,"CD","48",3339,10,NA,NA,NA
"102CD",102,"CD","48",3370.9,20,NA,NA,NA
"102CD",102,"CD","48",3381.3,8,NA,NA,NA
"102CD",102,"CD","48",3385.1,8,NA,NA,NA
"102CD",102,"CD","48",3389.2,4,NA,NA,NA
"102CD",102,"CD","48",3422.2,5,NA,NA,NA
"102CD",102,"CD","48",3449.67,25,NA,NA,NA
"102CD",102,"CD","48",3477.6,11,NA,NA,NA
"102CD",102,"CD","48",3481.8,20,NA,NA,NA
"102CD",102,"CD","48",3494.7,6,NA,NA,NA
"102CD",102,"CD","48",3498.7,20,NA,NA,NA
"102CD",102,"CD","48",3537.6,5,NA,NA,NA
"102CD",102,"CD","48",3552,3,NA,NA,NA
"102CD",102,"CD","48",3563.2,3,NA,NA,NA
"102CD",102,"CD","48",3572.7,10,NA,NA,NA
"102CD",102,"CD","48",3577.4,9,NA,NA,NA
"102CD",102,"CD","48",3583.3,20,NA,NA,NA
"102CD",102,"CD","48",3590,15,NA,NA,NA
"102CD",102,"CD","48",3594.9,6,NA,NA,NA
"102CD",102,"CD","48",3598.4,8,NA,NA,NA
"102CD",102,"CD","48",3604.8,20,NA,NA,NA
"102CD",102,"CD","48",3609.1,4,NA,NA,NA
"102CD",102,"CD","48",3613.3,20,NA,NA,NA
"102CD",102,"CD","48",3637.4,4,NA,NA,NA
"102CD",102,"CD","48",3649,4,NA,NA,NA
"102CD",102,"CD","48",3689.4,20,NA,NA,NA
"102CD",102,"CD","48",3702.9,5,NA,NA,NA
"102CD",102,"CD","48",3724,9,NA,NA,NA
"102CD",102,"CD","48",3735.7,20,NA,NA,NA
"102CD",102,"CD","48",3741,4,NA,NA,NA
"102CD",102,"CD","48",3750.1,11,NA,NA,NA
"102CD",102,"CD","48",3753,3,NA,NA,NA
"102CD",102,"CD","48",3780.5,7,NA,NA,NA
"102CD",102,"CD","48",3805.6,5,NA,NA,NA
"102CD",102,"CD","48",3829.5,4,NA,NA,NA
"102CD",102,"CD","48",3847.3,11,NA,NA,NA
"102CD",102,"CD","48",3853.5,5,NA,NA,NA
"102CD",102,"CD","48",3864.3,5,NA,NA,NA
"102CD",102,"CD","48",3874.4,15,NA,NA,NA
"102CD",102,"CD","48",3877.4,4,NA,NA,NA
"102CD",102,"CD","48",3894.4,8,NA,NA,NA
"102CD",102,"CD","48",3907.1,8,NA,NA,NA
"102CD",102,"CD","48",3911.5,4,NA,NA,NA
"102CD",102,"CD","48",3920.1,9,NA,NA,NA
"102CD",102,"CD","48",3938.1,7,NA,NA,NA
"102CD",102,"CD","48",3952.2,9,NA,NA,NA
"102CD",102,"CD","48",3961.7,5,NA,NA,NA
"102CD",102,"CD","48",3976.3,4,NA,NA,NA
"102CD",102,"CD","48",3989.6,10,NA,NA,NA
"102CD",102,"CD","48",3999.2,5,NA,NA,NA
"102CD",102,"CD","48",4015.3,7,NA,NA,NA
"102CD",102,"CD","48",4022.3,7,NA,NA,NA
"102CD",102,"CD","48",4028,11,NA,NA,NA
"102CD",102,"CD","48",4034.6,6,NA,NA,NA
"102CD",102,"CD","48",4039.7,7,NA,NA,NA
"102CD",102,"CD","48",4048.9,4,NA,NA,NA
"102CD",102,"CD","48",4071.7,4,NA,NA,NA
"102CD",102,"CD","48",4082.4,11,NA,NA,NA
"102CD",102,"CD","48",4085.9,6,NA,NA,NA
"102CD",102,"CD","48",4088.1,10,NA,NA,NA
"102CD",102,"CD","48",4103.9,11,NA,NA,NA
"102CD",102,"CD","48",4121.4,10,NA,NA,NA
"102CD",102,"CD","48",4131.2,6,NA,NA,NA
"102CD",102,"CD","48",4142.4,20,NA,NA,NA
"102CD",102,"CD","48",4147,3,NA,NA,NA
"102CD",102,"CD","48",4162,21,NA,NA,NA
"102CD",102,"CD","48",4175.8,10,NA,NA,NA
"102CD",102,"CD","48",4182.8,4,NA,NA,NA
"102CD",102,"CD","48",4189.5,8,NA,NA,NA
"102CD",102,"CD","48",4197.2,15,NA,NA,NA
"102CD",102,"CD","48",4206.2,3,NA,NA,NA
"102CD",102,"CD","48",4224.1,7,NA,NA,NA
"102CD",102,"CD","48",4227.9,5,NA,NA,NA
"102CD",102,"CD","48",4242.5,20,NA,NA,NA
"102CD",102,"CD","48",4252.7,15,NA,NA,NA
"102CD",102,"CD","48",4265.63,25,NA,NA,NA
"102CD",102,"CD","48",4282.8,5,NA,NA,NA
"102CD",102,"CD","48",4311.7,4,NA,NA,NA
"102CD",102,"CD","48",4332.7,20,NA,NA,NA
"102CD",102,"CD","48",4335.2,10,NA,NA,NA
"102CD",102,"CD","48",4340.2,5,NA,NA,NA
"102CD",102,"CD","48",4357.9,8,NA,NA,NA
"102CD",102,"CD","48",4360.6,8,NA,NA,NA
"102CD",102,"CD","48",4368.1,21,NA,NA,NA
"102CD",102,"CD","48",4373,7,NA,NA,NA
"102CD",102,"CD","48",4377.4,11,NA,NA,NA
"102CD",102,"CD","48",4385.7,5,NA,NA,NA
"102CD",102,"CD","48",4416,4,NA,NA,NA
"102CD",102,"CD","48",4424.3,11,NA,NA,NA
"102CD",102,"CD","48",4427.6,5,NA,NA,NA
"102CD",102,"CD","48",4440.8,10,NA,NA,NA
"102CD",102,"CD","48",4446,21,NA,NA,NA
"102CD",102,"CD","48",4453.6,7,NA,NA,NA
"102CD",102,"CD","48",4460.1,20,NA,NA,NA
"102CD",102,"CD","48",4479.3,11,NA,NA,NA
"102CD",102,"CD","48",4497.1,7,NA,NA,NA
"102CD",102,"CD","48",4512.8,15,NA,NA,NA
"102CD",102,"CD","48",4525.3,5,NA,NA,NA
"102CD",102,"CD","48",4528.8,21,NA,NA,NA
"102CD",102,"CD","48",4536.4,9,NA,NA,NA
"102CD",102,"CD","48",4569.3,10,NA,NA,NA
"102CD",102,"CD","48",4582,6,NA,NA,NA
"102CD",102,"CD","48",4601.1,5,NA,NA,NA
"102CD",102,"CD","48",4628.9,10,NA,NA,NA
"102CD",102,"CD","48",4640.5,7,NA,NA,NA
"102CD",102,"CD","48",4657.3,20,NA,NA,NA
"102CD",102,"CD","48",4664.5,6,NA,NA,NA
"102CD",102,"CD","48",4668.9,15,NA,NA,NA
"102CD",102,"CD","48",4672.7,20,NA,NA,NA
"102CD",102,"CD","48",4680.3,7,NA,NA,NA
"102CD",102,"CD","48",4685.3,11,NA,NA,NA
"102CD",102,"CD","48",4689.8,7,NA,NA,NA
"102CD",102,"CD","48",4709.4,11,NA,NA,NA
"102CD",102,"CD","48",4716.9,20,NA,NA,NA
"102CD",102,"CD","48",4720.9,15,NA,NA,NA
"102CD",102,"CD","48",4735.8,9,NA,NA,NA
"102CD",102,"CD","48",4739.7,5,NA,NA,NA
"102CD",102,"CD","48",4754.3,15,NA,NA,NA
"102CD",102,"CD","48",4777.3,4,NA,NA,NA
"102CD",102,"CD","48",4797.9,20,NA,NA,NA
"102CD",102,"CD","48",4821.1,8,NA,NA,NA
"102CD",102,"CD","48",4824,10,NA,NA,NA
"102CD",102,"CD","48",4827.8,9,NA,NA,NA
"102CD",102,"CD","48",4845.5,6,NA,NA,NA
"102CD",102,"CD","48",4861.8,20,NA,NA,NA
"102CD",102,"CD","48",4872.1,8,NA,NA,NA
"102CD",102,"CD","48",4886.4,8,NA,NA,NA
"102CD",102,"CD","48",4906.7,7,NA,NA,NA
"102CD",102,"CD","48",4909.6,9,NA,NA,NA
"102CD",102,"CD","48",4915.6,5,NA,NA,NA
"102CD",102,"CD","48",4925,5,NA,NA,NA
"102CD",102,"CD","48",4930.1,20,NA,NA,NA
"102CD",102,"CD","48",4981.8,5,NA,NA,NA
"102CD",102,"CD","48",4996.1,20,NA,NA,NA
"102CD",102,"CD","48",5004.1,20,NA,NA,NA
"102CD",102,"CD","48",5022.1,20,NA,NA,NA
"102CD",102,"CD","48",5040.7,9,NA,NA,NA
"102CD",102,"CD","48",5055.3,20,NA,NA,NA
"102CD",102,"CD","48",5064.8,8,NA,NA,NA
"102CD",102,"CD","48",5068.1,6,NA,NA,NA
"102CD",102,"CD","48",5071.6,11,NA,NA,NA
"102CD",102,"CD","48",5105.4,11,NA,NA,NA
"102CD",102,"CD","48",5107.4,7,NA,NA,NA
"102CD",102,"CD","48",5127.5,9,NA,NA,NA
"102CD",102,"CD","48",5130.5,11,NA,NA,NA
"102CD",102,"CD","48",5141.2,5,NA,NA,NA
"102CD",102,"CD","48",5149.7,21,NA,NA,NA
"102CD",102,"CD","48",5175.6,5,NA,NA,NA
"102CD",102,"CD","48",5182.3,21,NA,NA,NA
"102CD",102,"CD","48",5191.3,10,NA,NA,NA
"102CD",102,"CD","48",5193.9,6,NA,NA,NA
"102CD",102,"CD","48",5237.5,7,NA,NA,NA
"102CD",102,"CD","48",5246.2,9,NA,NA,NA
"102CD",102,"CD","48",5273.8,12,NA,NA,NA
"102CD",102,"CD","48",5298.2,10,NA,NA,NA
"102CD",102,"CD","48",5332.5,10,NA,NA,NA
"102CD",102,"CD","48",5361.6,11,NA,NA,NA
"102CD",102,"CD","48",5387.9,11,NA,NA,NA
"102CD",102,"CD","48",5396.6,7,NA,NA,NA
"102CD",102,"CD","48",5399.1,5,NA,NA,NA
"102CD",102,"CD","48",5420.7,9,NA,NA,NA
"102CD",102,"CD","48",5435.9,10,NA,NA,NA
"102CD",102,"CD","48",5441.2,20,NA,NA,NA
"102CD",102,"CD","48",5462.2,20,NA,NA,NA
"102CD",102,"CD","48",5477.7,20,NA,NA,NA
"102CD",102,"CD","48",5489.2,7,NA,NA,NA
"102CD",102,"CD","48",5506.9,7,NA,NA,NA
"102CD",102,"CD","48",5508.7,5,NA,NA,NA
"102CD",102,"CD","48",5540.1,8,NA,NA,NA
"102CD",102,"CD","48",5570.5,7,NA,NA,NA
"102CD",102,"CD","48",5614.1,20,NA,NA,NA
"102CD",102,"CD","48",5621.2,9,NA,NA,NA
"102CD",102,"CD","48",5654.8,5,NA,NA,NA
"102CD",102,"CD","48",5670.9,6,NA,NA,NA
"102CD",102,"CD","48",5691.7,4,NA,NA,NA
"102CD",102,"CD","48",5702.1,10,NA,NA,NA
"102CD",102,"CD","48",5705.4,11,NA,NA,NA
"102CD",102,"CD","48",5722.7,6,NA,NA,NA
"102CD",102,"CD","48",5737.4,20,NA,NA,NA
"102CD",102,"CD","48",5752.7,6,NA,NA,NA
"102CD",102,"CD","48",5758.8,15,NA,NA,NA
"102CD",102,"CD","48",5769.6,20,NA,NA,NA
"102CD",102,"CD","48",5779.8,8,NA,NA,NA
"102CD",102,"CD","48",5787.2,10,NA,NA,NA
"102CD",102,"CD","48",5797.3,11,NA,NA,NA
"102CD",102,"CD","48",5811.6,21,NA,NA,NA
"102CD",102,"CD","48",5838.9,20,NA,NA,NA
"102CD",102,"CD","48",5849,10,NA,NA,NA
"102CD",102,"CD","48",5857.8,12,NA,NA,NA
"102CD",102,"CD","48",5861.6,20,NA,NA,NA
"102CD",102,"CD","48",5865.6,8,NA,NA,NA
"102CD",102,"CD","48",5879.9,11,NA,NA,NA
"102CD",102,"CD","48",5888.3,20,NA,NA,NA
"102CD",102,"CD","48",5895,20,NA,NA,NA
"102CD",102,"CD","48",5902.4,21,NA,NA,NA
"102CD",102,"CD","48",5909.2,7,NA,NA,NA
"102CD",102,"CD","48",5918.9,8,NA,NA,NA
"102CD",102,"CD","48",5932.6,6,NA,NA,NA
"102CD",102,"CD","48",5934.5,5,NA,NA,NA
"102CD",102,"CD","48",5945.4,9,NA,NA,NA
"102CD",102,"CD","48",5948.3,9,NA,NA,NA
"102CD",102,"CD","48",6018.9,11,NA,NA,NA
"102CD",102,"CD","48",6057.6,11,NA,NA,NA
"102CD",102,"CD","48",6066.3,21,NA,NA,NA
"102CD",102,"CD","48",6083.5,11,NA,NA,NA
"102CD",102,"CD","48",6111.2,20,NA,NA,NA
"102CD",102,"CD","48",6146,20,NA,NA,NA
"102CD",102,"CD","48",6150.4,12,NA,NA,NA
"102CD",102,"CD","48",6169.4,11,NA,NA,NA
"102CD",102,"CD","48",6195.6,6,NA,NA,NA
"102CD",102,"CD","48",6225.9,8,NA,NA,NA
"102CD",102,"CD","48",6244.3,20,NA,NA,NA
"102CD",102,"CD","48",6255.7,15,NA,NA,NA
"102CD",102,"CD","48",6292.2,6,NA,NA,NA
"102CD",102,"CD","48",6320.5,11,NA,NA,NA
"102CD",102,"CD","48",6344.1,11,NA,NA,NA
"102CD",102,"CD","48",6352.2,10,NA,NA,NA
"102CD",102,"CD","48",6418.6,15,NA,NA,NA
"102CD",102,"CD","48",6447.9,11,NA,NA,NA
"102CD",102,"CD","48",6504.8,20,NA,NA,NA
"102CD",102,"CD","48",6525.8,11,NA,NA,NA
"102CD",102,"CD","48",6554.8,11,NA,NA,NA
"102CD",102,"CD","48",6612.1,11,NA,NA,NA
"102CD",102,"CD","48",6650.9,20,NA,NA,NA
"102CD",102,"CD","48",6666.8,20,NA,NA,NA
"102CD",102,"CD","48",6688.8,20,NA,NA,NA
"102CD",102,"CD","48",6746.7,20,NA,NA,NA
"102CD",102,"CD","48",6800,21,NA,NA,NA
"102CD",102,"CD","48",6963.8,20,NA,NA,NA
"102CD",102,"CD","48",7007.2,20,NA,NA,NA
"102CD",102,"CD","48",7124.1,11,NA,NA,NA
"102CD",102,"CD","48",7361,20,NA,NA,NA
"102IN",102,"IN","49",1270,NA,"(1+)",NA,NA
"102IN",102,"IN","49",1521,NA,"1+",NA,NA
"102IN",102,"IN","49",1546,NA,"1+",NA,NA
"102IN",102,"IN","49",1808,NA,"(1+)",NA,NA
"102IN",102,"IN","49",1908,NA,"1+",NA,NA
"102IN",102,"IN","49",2200,NA,"(1+)",NA,NA
"103RH",103,"RH","45",0,NA,"1/2-","STABLE",NA
"103RH",103,"RH","45",39.748,8,"7/2+",NA,NA
"103RH",103,"RH","45",295,5,"3/2-",NA,NA
"103RH",103,"RH","45",357.43,4,"5/2-",NA,NA
"103RH",103,"RH","45",536.832,15,"5/2+",NA,NA
"103PD",103,"PD","46",0,NA,"5/2+","16.991 D",19
"103PD",103,"PD","46",118.69,4,"3/2+","0.70 NS",3
"103PD",103,"PD","46",243.93,4,"7/2+",NA,NA
"103PD",103,"PD","46",266.87,4,"5/2+",NA,NA
"103PD",103,"PD","46",499.06,18,"(1/2+)",NA,NA
"103PD",103,"PD","46",504.16,11,"(3/2)+",NA,NA
"103PD",103,"PD","46",531.93,4,"7/2+",NA,NA
"103PD",103,"PD","46",625.86,20,"3/2+,5/2+",NA,NA
"103PD",103,"PD","46",698.78,5,"5/2+",NA,NA
"103PD",103,"PD","46",718.03,6,"9/2+",NA,NA
"103PD",103,"PD","46",727.26,18,"1/2+",NA,NA
"103PD",103,"PD","46",884.45,8,"3/2+,5/2+",NA,NA
"103PD",103,"PD","46",900.04,7,"9/2+",NA,NA
"103PD",103,"PD","46",1069.03,15,"(3/2+,5/2+)",NA,NA
"103PD",103,"PD","46",1155.61,21,"(3/2,5/2)+",NA,NA
"103PD",103,"PD","46",1182.85,6,"(5/2)+",NA,NA
"103PD",103,"PD","46",1273.97,5,"(5/2)+",NA,NA
"103PD",103,"PD","46",1386.15,10,"(5/2)",NA,NA
"103PD",103,"PD","46",1547.14,14,"(5/2+,7/2+)",NA,NA
"103PD",103,"PD","46",1581.14,21,"5/2+",NA,NA
"103PD",103,"PD","46",1592.38,8,"(5/2+,7/2+,9/2+)",NA,NA
"103PD",103,"PD","46",1604.69,13,"5/2",NA,NA
"103PD",103,"PD","46",1689.92,24,"(3/2,5/2,7/2)",NA,NA
"103PD",103,"PD","46",1775.77,19,"(5/2+)",NA,NA
"103PD",103,"PD","46",1781.2,7,NA,NA,NA
"103PD",103,"PD","46",1953.5,3,"(5/2)",NA,NA
"103PD",103,"PD","46",1964.5,4,"(7/2)",NA,NA
"103PD",103,"PD","46",2233.71,24,"(5/2+)",NA,NA
"103PD",103,"PD","46",2275.54,21,"7/2+,9/2+",NA,NA
"103PD",103,"PD","46",2343.07,24,"5/2+,7/2+,9/2+",NA,NA
"103PD",103,"PD","46",2408.31,20,"5/2+,7/2+,9/2+",NA,NA
"103PD",103,"PD","46",2417.5,4,"5/2+,7/2+,9/2+",NA,NA
"103PD",103,"PD","46",2446.5,4,"5/2+,7/2+,9/2+",NA,NA
"103PD",103,"PD","46",2464.6,10,"5/2+,7/2+,9/2+",NA,NA
"103PD",103,"PD","46",2486.5,8,"7/2+,9/2+",NA,NA
"103PD",103,"PD","46",2511.5,8,"5/2+,7/2+,9/2+",NA,NA
"103AG",103,"AG","47",0,NA,"7/2+","65.7 M",7
"103AG",103,"AG","47",134.45,5,"1/2-","5.7 S",3
"103AG",103,"AG","47",590.79,7,"(5/2)-",NA,NA
"103AG",103,"AG","47",1079.91,6,"(5/2,7/2)+",NA,NA
"103AG",103,"AG","47",1083.53,16,"1/2-,3/2-,5/2-",NA,NA
"103AG",103,"AG","47",1099.28,7,"(5/2,7/2,9/2)+",NA,NA
"103AG",103,"AG","47",1210.83,17,NA,NA,NA
"103AG",103,"AG","47",1257.9,4,NA,NA,NA
"103AG",103,"AG","47",1311.68,7,"(7/2)+",NA,NA
"103AG",103,"AG","47",1422.07,11,"(3/2)+",NA,NA
"103AG",103,"AG","47",1461.8,7,"(5/2)+",NA,NA
"103AG",103,"AG","47",1476.23,7,"(5/2,7/2)+",NA,NA
"103AG",103,"AG","47",1552.09,12,"+",NA,NA
"103AG",103,"AG","47",1556.96,11,"+",NA,NA
"103AG",103,"AG","47",1705.14,9,"3/2+",NA,NA
"103AG",103,"AG","47",1776,9,"(5/2,7/2)+",NA,NA
"103AG",103,"AG","47",1822.01,11,NA,NA,NA
"103AG",103,"AG","47",1828.6,3,NA,NA,NA
"103AG",103,"AG","47",1856.69,16,NA,NA,NA
"103AG",103,"AG","47",1880.01,9,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",1901.17,13,"+",NA,NA
"103AG",103,"AG","47",1906.97,21,NA,NA,NA
"103AG",103,"AG","47",1957.97,9,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",1968.54,9,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2012.07,9,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2020.53,11,NA,NA,NA
"103AG",103,"AG","47",2022.58,13,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2088.99,15,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2125.05,20,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2133.05,20,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2167.65,24,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2199.37,11,"(3/2)+",NA,NA
"103AG",103,"AG","47",2206.6,4,NA,NA,NA
"103AG",103,"AG","47",2245.15,16,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2273.81,16,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2287.8,3,NA,NA,NA
"103AG",103,"AG","47",2356.1,16,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2401.12,11,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2439.42,12,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2440.43,19,"(3/2+)",NA,NA
"103AG",103,"AG","47",2485.15,17,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2521.09,9,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2586.97,25,NA,NA,NA
"103AG",103,"AG","47",2597.73,14,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2658.1,3,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2662.09,20,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2707.86,15,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2708.69,21,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2726.7,8,NA,NA,NA
"103AG",103,"AG","47",2778.1,4,NA,NA,NA
"103AG",103,"AG","47",2796.1,3,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2821.9,3,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2855.6,22,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2888.84,11,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",2980.62,16,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",3005.53,19,"(3/2,5/2,7/2)+",NA,NA
"103AG",103,"AG","47",3188.8,3,"(3/2,5/2,7/2)+",NA,NA
"103CD",103,"CD","48",187.9,13,"(7/2)+",NA,NA
"103CD",103,"CD","48",201.75,12,"(5/2)+",NA,NA
"103CD",103,"CD","48",569.5,4,NA,NA,NA
"103CD",103,"CD","48",726.29,8,NA,NA,NA
"103CD",103,"CD","48",739.9,4,"(9/2)+",NA,NA
"103CD",103,"CD","48",907.8,5,"(11/2)+",NA,NA
"103CD",103,"CD","48",1073,NA,NA,NA,NA
"103CD",103,"CD","48",1079,8,NA,NA,NA
"103CD",103,"CD","48",1104.7,6,"(7/2,9/2,11/2)+",NA,NA
"103CD",103,"CD","48",1107.6,4,"(7/2,9/2)+",NA,NA
"103CD",103,"CD","48",1307.9,12,NA,NA,NA
"103CD",103,"CD","48",1326.9,8,NA,NA,NA
"103CD",103,"CD","48",1347.3,8,NA,NA,NA
"103CD",103,"CD","48",1368.8,6,"(7/2,9/2)+",NA,NA
"103CD",103,"CD","48",1480.8,6,"(9/2,11/2)+",NA,NA
"103CD",103,"CD","48",1512.6,7,NA,NA,NA
"103CD",103,"CD","48",1598.2,6,NA,NA,NA
"103CD",103,"CD","48",1604.9,8,NA,NA,NA
"103CD",103,"CD","48",1662,8,NA,NA,NA
"103CD",103,"CD","48",1744.8,8,NA,NA,NA
"103CD",103,"CD","48",1779.9,11,NA,NA,NA
"103CD",103,"CD","48",1790.1,8,NA,NA,NA
"103CD",103,"CD","48",1902.6,11,NA,NA,NA
"103CD",103,"CD","48",1919.9,7,NA,NA,NA
"103CD",103,"CD","48",1972.2,5,"+",NA,NA
"103CD",103,"CD","48",1996.9,8,NA,NA,NA
"103CD",103,"CD","48",2052.9,8,"+",NA,NA
"103CD",103,"CD","48",2086.4,11,NA,NA,NA
"103CD",103,"CD","48",2161.1,12,NA,NA,NA
"103CD",103,"CD","48",2296.3,10,NA,NA,NA
"103CD",103,"CD","48",2342.6,12,"+",NA,NA
"103CD",103,"CD","48",2781.3,11,"+",NA,NA
"103CD",103,"CD","48",2794.7,12,"+",NA,NA
"103CD",103,"CD","48",2823,11,"+",NA,NA
"103CD",103,"CD","48",3492.9,8,"+",NA,NA
"103CD",103,"CD","48",3570.9,8,"+",NA,NA
"103CD",103,"CD","48",3830.3,8,"+",NA,NA
"103IN",103,"IN","49",1669.64,18,NA,NA,NA
"103IN",103,"IN","49",2025,3,NA,NA,NA
"103IN",103,"IN","49",2176.83,14,NA,NA,NA
"103IN",103,"IN","49",2812.7,4,NA,NA,NA
"103IN",103,"IN","49",3280.6,3,NA,NA,NA
"103IN",103,"IN","49",3462.1,4,NA,NA,NA
"104RU",104,"RU","44",0,NA,"0+","STABLE",NA
"104RU",104,"RU","44",358.12,15,"2+",NA,NA
"104RU",104,"RU","44",987.7,5,"0+",NA,NA
"104PD",104,"PD","46",1323.59,6,"4+",NA,NA
"104PD",104,"PD","46",1821,26,"3+",NA,NA
"104PD",104,"PD","46",1941.6,5,NA,NA,NA
"104PD",104,"PD","46",2082.38,6,"4+",NA,NA
"104PD",104,"PD","46",2181.56,6,"4+",NA,NA
"104PD",104,"PD","46",2193.5,6,"(4+)",NA,NA
"104PD",104,"PD","46",2249.5,5,"6+",NA,NA
"104PD",104,"PD","46",2265.36,3,"4+",NA,NA
"104PD",104,"PD","46",2298.9,8,"4-",NA,NA
"104PD",104,"PD","46",2444.5,3,"4+,5+,6+",NA,NA
"104PD",104,"PD","46",2456.6,4,"(1,2,3)",NA,NA
"104PD",104,"PD","46",2479.6,6,"1,2",NA,NA
"104PD",104,"PD","46",2570.3,4,"(4,5)+",NA,NA
"104PD",104,"PD","46",2613.4,5,NA,NA,NA
"104PD",104,"PD","46",2677.8,4,"4+",NA,NA
"104PD",104,"PD","46",2715.9,4,"(4,5,6)",NA,NA
"104PD",104,"PD","46",2760.3,4,"(4,5,6)",NA,NA
"104PD",104,"PD","46",2767,NA,"4+",NA,NA
"104PD",104,"PD","46",2774.5,4,"(4,5,6)",NA,NA
"104PD",104,"PD","46",2800.4,NA,"4+",NA,NA
"104PD",104,"PD","46",2875.2,5,"(4,5,6)",NA,NA
"104PD",104,"PD","46",2924.2,3,"(4,5,6)",NA,NA
"104PD",104,"PD","46",3097.8,5,"1,2",NA,NA
"104PD",104,"PD","46",3105.1,4,"4+",NA,NA
"104PD",104,"PD","46",3112.8,6,"5+,6+",NA,NA
"104PD",104,"PD","46",3136.9,4,"4+,5+,6+",NA,NA
"104PD",104,"PD","46",3157.9,4,"4+,5+",NA,NA
"104PD",104,"PD","46",3193.3,6,"(3-,4-)",NA,NA
"104PD",104,"PD","46",3280.5,6,"4,5,6",NA,NA
"104PD",104,"PD","46",3309.6,5,"4,5,6",NA,NA
"104PD",104,"PD","46",3333.8,8,"3-,4-",NA,NA
"104PD",104,"PD","46",3590.2,6,NA,NA,NA
"104PD",104,"PD","46",555.81,4,"2+",NA,NA
"104PD",104,"PD","46",1341.68,5,"2+",NA,NA
"104PD",104,"PD","46",1794.3,9,"1,2",NA,NA
"104PD",104,"PD","46",1820.65,16,"3+",NA,NA
"104PD",104,"PD","46",1999.1,NA,"(1,2)",NA,NA
"104PD",104,"PD","46",2193.4,6,NA,NA,NA
"104PD",104,"PD","46",2245.4,5,"2+",NA,NA
"104PD",104,"PD","46",2276.5,3,"1+,2+",NA,NA
"104PD",104,"PD","46",2298.9,NA,"4-",NA,NA
"104PD",104,"PD","46",2337.9,3,"1+,2+",NA,NA
"104PD",104,"PD","46",2457.3,4,"(1,2,3)",NA,NA
"104PD",104,"PD","46",2478.3,NA,"1,2",NA,NA
"104PD",104,"PD","46",2492,6,NA,NA,NA
"104PD",104,"PD","46",2521.4,4,"2+",NA,NA
"104PD",104,"PD","46",2533.4,5,"(1,2,3)",NA,NA
"104PD",104,"PD","46",2571.6,4,"(4,5)+",NA,NA
"104PD",104,"PD","46",2622.2,5,"(1,2,3)",NA,NA
"104PD",104,"PD","46",2626.9,4,"1,2",NA,NA
"104PD",104,"PD","46",2642.6,NA,"(1,2,3)",NA,NA
"104PD",104,"PD","46",2695,5,"1 TO 3",NA,NA
"104PD",104,"PD","46",2714.8,6,"(4,5,6)",NA,NA
"104PD",104,"PD","46",2760.3,4,"(4,5,6)",NA,NA
"104PD",104,"PD","46",2771.5,5,NA,NA,NA
"104PD",104,"PD","46",2800.5,6,"4+",NA,NA
"104PD",104,"PD","46",2918.3,4,"(1,2,3)",NA,NA
"104PD",104,"PD","46",2960.5,7,"(2+,3)",NA,NA
"104PD",104,"PD","46",2975.5,5,"(1,2,3)",NA,NA
"104PD",104,"PD","46",2993.6,8,"2+,3+",NA,NA
"104PD",104,"PD","46",3008.3,NA,"1+,2+",NA,NA
"104PD",104,"PD","46",3034,5,"(1,2+)",NA,NA
"104PD",104,"PD","46",3078.6,5,"2+,3+",NA,NA
"104PD",104,"PD","46",3097.8,5,"1,2",NA,NA
"104PD",104,"PD","46",3113.3,6,"(1,2,3)",NA,NA
"104PD",104,"PD","46",3116.5,5,"1,2(+)",NA,NA
"104PD",104,"PD","46",3194.1,7,"(3-,4-)",NA,NA
