"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"195HG",195,"HG","80",2230.14,14,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2255.59,23,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2283.68,12,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2305.02,11,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2311.5,3,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2338.4,4,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2339.6,7,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2363.1,3,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2403.1,4,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2420.27,14,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2428.79,16,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2456.8,4,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2508.24,19,"1/2,3/2",NA,NA
"195HG",195,"HG","80",2513.23,10,"1/2+,3/2+",NA,NA
"195TL",195,"TL","81",811.1,6,NA,NA,NA
"195TL",195,"TL","81",1079.7,8,NA,NA,NA
"195TL",195,"TL","81",1267,3,"(1/2+,3/2+,5/2+)",NA,NA
"195TL",195,"TL","81",1285.3,4,NA,NA,NA
"195TL",195,"TL","81",1378,NA,NA,NA,NA
"195TL",195,"TL","81",1648.7,6,NA,NA,NA
"195TL",195,"TL","81",1687.9,7,NA,NA,NA
"195TL",195,"TL","81",1843.7,10,NA,NA,NA
"195TL",195,"TL","81",1844.8,5,NA,NA,NA
"195TL",195,"TL","81",876.68,19,"11/2-",NA,NA
"195TL",195,"TL","81",1173.77,21,"9/2-,11/2-",NA,NA
"195TL",195,"TL","81",1190.11,20,"13/2-",NA,NA
"195TL",195,"TL","81",1360.94,22,"11/2-",NA,NA
"195TL",195,"TL","81",1410.66,20,"11/2-,13/2-",NA,NA
"195TL",195,"TL","81",1484,21,"13/2-",NA,NA
"195TL",195,"TL","81",1616.4,21,"9/2-,11/2-,13/2-",NA,NA
"195TL",195,"TL","81",1618.73,21,"15/2-",NA,NA
"195TL",195,"TL","81",1725.24,23,"(13/2)+",NA,NA
"195TL",195,"TL","81",1924.47,22,"17/2-",NA,NA
"195TL",195,"TL","81",1944.6,22,"13/2-",NA,NA
"195TL",195,"TL","81",1991.46,23,"11/2-,13/2-",NA,NA
"195TL",195,"TL","81",2011.4,4,"17/2-",NA,NA
"195TL",195,"TL","81",2023.5,3,"11/2-,13/2-,15/2-",NA,NA
"195TL",195,"TL","81",2033.7,5,NA,NA,NA
"195TL",195,"TL","81",2037.2,4,"15/2+",NA,NA
"195TL",195,"TL","81",2115.1,5,NA,NA,NA
"195TL",195,"TL","81",2115.1,5,NA,NA,NA
"195TL",195,"TL","81",2145.1,3,"(11/2,13/2,15/2)+",NA,NA
"195TL",195,"TL","81",2361.9,4,"(11/2,13/2,15/2)",NA,NA
"195TL",195,"TL","81",2367.9,5,NA,NA,NA
"195TL",195,"TL","81",2581.5,5,NA,NA,NA
"195PB",195,"PB","82",134.53,20,"(5/2)-",NA,NA
"195PB",195,"PB","82",1009.87,24,"(1/2 TO 7/2)-",NA,NA
"195PB",195,"PB","82",1328.7,7,"(9/2)+",NA,NA
"196PT",196,"PT","78",0,NA,"0+","STABLE",NA
"196PT",196,"PT","78",355.73,5,"2+","32 PS",2
"196PT",196,"PT","78",688.76,7,"2+","38 PS",4
"196PT",196,"PT","78",877,2,"4+",NA,NA
"196PT",196,"PT","78",1015.2,3,"(2+,3+)",NA,NA
"196PT",196,"PT","78",1270.4,10,"5-",NA,NA
"196PT",196,"PT","78",1361.5,5,"(1+,2+)",NA,NA
"196PT",196,"PT","78",1447.3,8,"(3)-",NA,NA
"196HG",196,"HG","80",0,NA,"0+","STABLE",NA
"196HG",196,"HG","80",425.67,19,"2+",NA,NA
"196HG",196,"HG","80",958.1,5,"1,2+",NA,NA
"196HG",196,"HG","80",1036.2,4,"1+,2+",NA,NA
"196HG",196,"HG","80",1060.9,4,"4+",NA,NA
"196HG",196,"HG","80",1318.8,9,"0+",NA,NA
"196HG",196,"HG","80",1390.6,5,"(2+,3,4+)",NA,NA
"196HG",196,"HG","80",1775.3,4,"2+,3,4+",NA,NA
"196HG",196,"HG","80",1814.7,4,"(2+,3+)",NA,NA
"196HG",196,"HG","80",1845,5,"1,2+",NA,NA
"196HG",196,"HG","80",1921.6,5,"(2+,3+)",NA,NA
"196HG",196,"HG","80",1978.7,7,"1,2+",NA,NA
"196HG",196,"HG","80",2012.3,8,"(2)+",NA,NA
"196HG",196,"HG","80",2454.5,6,"(1,2+)",NA,NA
"196HG",196,"HG","80",2495.5,11,"(2+,3)",NA,NA
"196HG",196,"HG","80",2653.8,7,"(1+,2,3)",NA,NA
"196HG",196,"HG","80",3163.5,18,"(2+,3,4+)",NA,NA
"196HG",196,"HG","80",1785.1,10,"(6+)",NA,NA
"196HG",196,"HG","80",1841,9,"7-","5.22 NS",16
"196HG",196,"HG","80",2346,10,"(5-,6,7-)",NA,NA
"196TL",196,"TL","81",191.7,4,"0-",NA,NA
"196TL",196,"TL","81",253.1,4,"1-",NA,NA
"196TL",196,"TL","81",366.5,5,"1-",NA,NA
"196TL",196,"TL","81",493.9,4,"1-",NA,NA
"196TL",196,"TL","81",755.2,5,"(1-)",NA,NA
"196TL",196,"TL","81",954.1,5,"(1-)",NA,NA
"196PB",196,"PB","82",1049.27,15,"2+",NA,NA
"196PB",196,"PB","82",1450,17,"2+",NA,NA
"196PB",196,"PB","82",1697.8,5,"0+",NA,NA
"196PB",196,"PB","82",1738.59,20,"4+",NA,NA
"196PB",196,"PB","82",1825.73,20,"3+,4+",NA,NA
"196PB",196,"PB","82",1896.16,19,"2+",NA,NA
"196PB",196,"PB","82",1991.67,25,"2-,3-",NA,NA
"196PB",196,"PB","82",2060.12,25,"(1-,2+)",NA,NA
"196PB",196,"PB","82",2124.54,24,"(1-,2,3)",NA,NA
"196PB",196,"PB","82",2203.4,3,"4+",NA,NA
"196PB",196,"PB","82",2471.1,3,"(3,4,5-)",NA,NA
"196PB",196,"PB","82",3041.7,4,"4+",NA,NA
"196PB",196,"PB","82",2170.2,3,"7-",NA,NA
"196PB",196,"PB","82",2308.6,4,"9-",NA,NA
"196PB",196,"PB","82",2334.7,4,"8-",NA,NA
"196PB",196,"PB","82",2591.8,4,"8-",NA,NA
"196PB",196,"PB","82",2646.1,4,"10+",NA,NA
"196PB",196,"PB","82",3088.1,4,"9-,(10-)",NA,NA
"196PB",196,"PB","82",3395.1,4,"10-",NA,NA
"197AU",197,"AU","79",0,NA,"3/2+","STABLE",NA
"197AU",197,"AU","79",77.351,20,"1/2+","1.91 NS",1
"197AU",197,"AU","79",268.714,14,"3/2+",NA,NA
"197AU",197,"AU","79",409.17,8,"11/2-","7.73 S",6
"197HG",197,"HG","80",0,NA,"1/2-",NA,NA
"197HG",197,"HG","80",578.01,6,"(3/2)-",NA,NA
"197HG",197,"HG","80",585.38,6,"(3/2)-",NA,NA
"197HG",197,"HG","80",676.75,24,"1/2-,3/2-",NA,NA
"197HG",197,"HG","80",792.04,5,"1/2-,3/2-",NA,NA
"197HG",197,"HG","80",892.53,6,"(3/2)-",NA,NA
"197HG",197,"HG","80",982.89,7,"1/2-,3/2-",NA,NA
"197HG",197,"HG","80",1009.33,7,"(1/2-)",NA,NA
"197HG",197,"HG","80",1437.64,6,"1/2-,3/2-",NA,NA
"197HG",197,"HG","80",1563.43,6,"1/2-,3/2-",NA,NA
"197HG",197,"HG","80",1693.72,6,"1/2(-),3/2(-)",NA,NA
"197TL",197,"TL","81",0,NA,"1/2+",NA,NA
"197TL",197,"TL","81",385.77,6,"3/2+",NA,NA
"197TL",197,"TL","81",761.17,5,"5/2+",NA,NA
"197TL",197,"TL","81",1155.96,8,"3/2+",NA,NA
"197TL",197,"TL","81",1257.38,12,"1/2-,3/2-,5/2-",NA,NA
"197TL",197,"TL","81",1281.82,7,"3/2+,5/2+",NA,NA
"197TL",197,"TL","81",1605.18,10,"(1/2+,3/2+,5/2+)",NA,NA
"197TL",197,"TL","81",1647.01,8,"3/2+,5/2+",NA,NA
"197TL",197,"TL","81",1662.93,10,"3/2+,5/2+",NA,NA
"197TL",197,"TL","81",1674.63,8,"3/2+,5/2+",NA,NA
"197TL",197,"TL","81",1849.33,12,"(1/2+,3/2+,5/2+)",NA,NA
"197TL",197,"TL","81",1854.02,8,"(1/2+,3/2+,5/2+)",NA,NA
"197TL",197,"TL","81",1970.16,12,"(3/2+,5/2+)",NA,NA
"197TL",197,"TL","81",2072.66,22,NA,NA,NA
"197TL",197,"TL","81",2345.57,7,"(3/2+,5/2+)",NA,NA
"197TL",197,"TL","81",2429.39,9,"1/2,3/2,5/2(+)",NA,NA
"197TL",197,"TL","81",608.6,15,"9/2-","0.54 S",1
"197TL",197,"TL","81",996.21,15,"11/2-",NA,NA
"197TL",197,"TL","81",1304.23,16,"13/2-",NA,NA
"197TL",197,"TL","81",1382.91,16,"11/2-",NA,NA
"197TL",197,"TL","81",1502.07,16,"9/2-,11/2-",NA,NA
"197TL",197,"TL","81",1553.76,17,"(13/2)-",NA,NA
"197TL",197,"TL","81",1720.27,16,"15/2-",NA,NA
"197TL",197,"TL","81",1803.45,18,"(11/2-,13/2-)",NA,NA
"197TL",197,"TL","81",1954.01,16,"11/2-",NA,NA
"197TL",197,"TL","81",1994.89,17,"13/2-",NA,NA
"197TL",197,"TL","81",1999.44,18,"11/2-,13/2-",NA,NA
"197TL",197,"TL","81",2011.04,16,"13/2-",NA,NA
"197TL",197,"TL","81",2019.31,18,"17/2-",NA,NA
"197TL",197,"TL","81",2033.79,17,"11/2-,13/2-",NA,NA
"197TL",197,"TL","81",2041.41,17,"(17/2)-",NA,NA
"197TL",197,"TL","81",2113.9,16,"13/2-",NA,NA
"197TL",197,"TL","81",2175.41,19,NA,NA,NA
"197TL",197,"TL","81",2218.67,19,"11/2-,13/2-,15/2-",NA,NA
"197TL",197,"TL","81",2303.17,19,"(11/2)-,(13/2)-",NA,NA
"197TL",197,"TL","81",2327.93,19,"(11/2)-,(13/2)-",NA,NA
"197TL",197,"TL","81",2367.94,17,"(11/2-,13/2-)",NA,NA
"197TL",197,"TL","81",2412.37,21,"(11/2-,13/2-)",NA,NA
"197TL",197,"TL","81",2457.24,18,"11/2-,13/2-",NA,NA
"197TL",197,"TL","81",2499.21,17,"11/2-,13/2-",NA,NA
"197TL",197,"TL","81",2570.03,20,"15/2-",NA,NA
"197TL",197,"TL","81",2783.68,17,"11/2-,13/2-",NA,NA
"197TL",197,"TL","81",2820.62,18,NA,NA,NA
"197PB",197,"PB","82",84.88,7,"5/2-",NA,NA
"197PB",197,"PB","82",319.31,11,"13/2+","42.9 M",9
"197PB",197,"PB","82",952.05,10,"7/2-",NA,NA
"197PB",197,"PB","82",988.95,10,"(5/2)-",NA,NA
"197PB",197,"PB","82",1015.34,22,"(5/2,7/2)-",NA,NA
"197PB",197,"PB","82",1079.39,12,"(7/2,9/2)-",NA,NA
"197PB",197,"PB","82",1089.41,8,"5/2-",NA,NA
"197PB",197,"PB","82",1147.5,13,"11/2+",NA,NA
"197PB",197,"PB","82",1164.88,12,"(9/2)-",NA,NA
"197PB",197,"PB","82",1166.66,8,"(7/2)-",NA,NA
"197PB",197,"PB","82",1173.77,12,"9/2+",NA,NA
"197PB",197,"PB","82",1295.12,14,"13/2+,15/2+",NA,NA
"197PB",197,"PB","82",1430.52,15,"13/2+",NA,NA
"197PB",197,"PB","82",1472.89,12,"(7/2)-",NA,NA
"197PB",197,"PB","82",1524.56,12,"9/2+",NA,NA
"197PB",197,"PB","82",1525.09,12,"7/2+",NA,NA
"197PB",197,"PB","82",1553.85,18,"(5/2,7/2)-",NA,NA
"197PB",197,"PB","82",1624.45,14,"11/2+",NA,NA
"197PB",197,"PB","82",1675.9,3,"5/2-",NA,NA
"197PB",197,"PB","82",1773.57,15,"9/2+",NA,NA
"198HG",198,"HG","80",0,NA,"0+","STABLE",NA
"198HG",198,"HG","80",411.78,10,"2+","23.15 PS",28
"198HG",198,"HG","80",1048.5,14,"4+",NA,NA
"198HG",198,"HG","80",1087.67,13,"2+",NA,NA
"198HG",198,"HG","80",1401.5,24,"0+",NA,NA
"198HG",198,"HG","80",1419.39,14,"3+",NA,NA
"198HG",198,"HG","80",1548.48,21,"(1,2+)",NA,NA
"198HG",198,"HG","80",1612.42,14,"2+",NA,NA
"198HG",198,"HG","80",1635.7,4,"5-",NA,NA
"198HG",198,"HG","80",1832.58,18,"2+",NA,NA
"198HG",198,"HG","80",1834.9,3,"4+",NA,NA
"198HG",198,"HG","80",1847.2,16,"3+",NA,NA
"198HG",198,"HG","80",1858.82,18,"2+",NA,NA
"198HG",198,"HG","80",1899.39,21,"1+,2+",NA,NA
"198HG",198,"HG","80",1901.48,23,"(2+)",NA,NA
"198HG",198,"HG","80",1970.91,19,"2+,3,4+",NA,NA
"198HG",198,"HG","80",2005.33,18,"0+,1,2,3,4+",NA,NA
"198HG",198,"HG","80",2048.6,5,"0+,1,2,3,4+",NA,NA
"198HG",198,"HG","80",2070.8,3,"1+,2+",NA,NA
"198HG",198,"HG","80",2109.7,5,"1,2+",NA,NA
"198HG",198,"HG","80",2132.7,3,"1+,2+",NA,NA
"198HG",198,"HG","80",2169.38,23,"2+",NA,NA
"198HG",198,"HG","80",2177.65,24,"1,2+",NA,NA
"198HG",198,"HG","80",2209.19,15,"1,2+",NA,NA
"198HG",198,"HG","80",2219.4,4,"0+,1,2,3,4+",NA,NA
"198HG",198,"HG","80",2267.7,3,"2+",NA,NA
"198HG",198,"HG","80",2287.3,3,"1,2+",NA,NA
"198HG",198,"HG","80",2296.11,20,"2+,3,4,5,6+",NA,NA
"198HG",198,"HG","80",2320.3,3,"1,2+",NA,NA
"198HG",198,"HG","80",2331.55,24,"4+",NA,NA
"198HG",198,"HG","80",2360.76,17,"3+",NA,NA
"198HG",198,"HG","80",2451.84,19,"(1,3)",NA,NA
"198HG",198,"HG","80",2465.42,21,"2+",NA,NA
"198HG",198,"HG","80",2486.07,17,"1,2+",NA,NA
"198HG",198,"HG","80",2564.31,17,"1,2+",NA,NA
"198HG",198,"HG","80",2602.4,3,NA,NA,NA
"198HG",198,"HG","80",2612.5,3,"1,2+",NA,NA
"198HG",198,"HG","80",2644.2,7,"2+,3,4+",NA,NA
"198HG",198,"HG","80",2694.8,7,"1,2+",NA,NA
"198HG",198,"HG","80",2731.2,3,"2+,3,4+",NA,NA
"198HG",198,"HG","80",2782.74,21,"2+",NA,NA
"198HG",198,"HG","80",2816.1,8,"1,2+",NA,NA
"198HG",198,"HG","80",2825.5,3,"1,2+",NA,NA
"198HG",198,"HG","80",2835.48,25,"1,2+",NA,NA
"198HG",198,"HG","80",2845.1,4,"1,2+",NA,NA
"198HG",198,"HG","80",2861.6,6,"1,2+",NA,NA
"198HG",198,"HG","80",2868.8,6,"1,2+",NA,NA
"198HG",198,"HG","80",2894.3,7,"1,2+",NA,NA
"198HG",198,"HG","80",2954.6,7,"1,2+",NA,NA
"198HG",198,"HG","80",2975.9,7,"1,2+",NA,NA
"198HG",198,"HG","80",2986.8,8,"1,2+",NA,NA
"198HG",198,"HG","80",3013.1,3,NA,NA,NA
"198HG",198,"HG","80",3022.3,8,"1,2+",NA,NA
"198HG",198,"HG","80",3095.7,10,"1,2+",NA,NA
"198HG",198,"HG","80",3128,7,"1,2+",NA,NA
"198HG",198,"HG","80",3164.7,6,"1,2+",NA,NA
"198HG",198,"HG","80",1635.7,4,"5-","62 PS",11
"198HG",198,"HG","80",1683.4,4,"7-","6.9 NS",2
"198HG",198,"HG","80",1815.8,5,"6+",NA,NA
"198HG",198,"HG","80",1909.7,4,"6-",NA,NA
"198HG",198,"HG","80",1910.6,5,"9-",NA,NA
"198HG",198,"HG","80",2059.1,5,"6-",NA,NA
"198HG",198,"HG","80",2125.4,4,"6-,7-",NA,NA
"198HG",198,"HG","80",2202.6,5,"6-,7-",NA,NA
"198HG",198,"HG","80",2515.9,5,NA,NA,NA
"198TL",198,"TL","81",173.4,8,"0-,1-","4.5 NS",10
"198TL",198,"TL","81",259.49,7,"(2)-",NA,NA
"198TL",198,"TL","81",290.31,7,"1-",NA,NA
"198TL",198,"TL","81",382.1,7,"1-",NA,NA
"198TL",198,"TL","81",397.67,9,"1-,2-,3-",NA,NA
"198TL",198,"TL","81",648.9,8,"1-",NA,NA
"198TL",198,"TL","81",655.71,12,"0-,1-",NA,NA
"198TL",198,"TL","81",865.33,8,"1-",NA,NA
"198TL",198,"TL","81",1140.7,3,"0-,1-",NA,NA
"199HG",199,"HG","80",0,NA,"1/2-",NA,NA
"199HG",199,"HG","80",158.3795,9,"5/2-","2.36 NS",8
"199HG",199,"HG","80",208.20616,10,"3/2-",NA,NA
"199HG",199,"HG","80",403.51,3,"3/2-",NA,NA
"199HG",199,"HG","80",413.84,5,"5/2-",NA,NA
"199HG",199,"HG","80",455.462,17,"1/2-,3/2-",NA,NA
"199HG",199,"HG","80",492.297,18,"3/2-",NA,NA
"199HG",199,"HG","80",750.4,3,"1/2-,3/2-",NA,NA
"199HG",199,"HG","80",1221.17,4,"1/2(-),3/2(-)",NA,NA
"199TL",199,"TL","81",0,NA,"1/2+",NA,NA
"199TL",199,"TL","81",366.89,4,"3/2+","1.5 NS",NA
"199TL",199,"TL","81",720.35,4,"(5/2)+",NA,NA
"199TL",199,"TL","81",1120.91,5,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",1205.57,11,"(7/2+)",NA,NA
"199TL",199,"TL","81",1241.64,7,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1482.38,7,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1502.01,5,"1/2(+) TO 5/2(+)",NA,NA
"199TL",199,"TL","81",1528.23,9,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1554.11,8,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1632.1,12,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1658.34,6,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",1695.2,3,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",1725.26,7,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1749.64,6,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",1768.6,7,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1891.06,9,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",1898.13,9,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1930.1,10,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",1959.45,8,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",1977.48,8,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",2031.58,10,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",2159.57,17,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",2206.5,3,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",2226.48,19,"1/2,3/2,5/2",NA,NA
"199TL",199,"TL","81",2237.39,8,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",2367.38,14,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",2433.62,17,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",2547.6,4,"1/2,3/2,5/2(+)",NA,NA
"199TL",199,"TL","81",2643.2,4,"1/2,3/2,5/2(+)",NA,NA
"200HG",200,"HG","80",0,NA,"0+",NA,NA
"200HG",200,"HG","80",367.943,10,"2+",NA,NA
"200HG",200,"HG","80",947.242,16,"4+",NA,NA
"200HG",200,"HG","80",1029.344,17,"0+",NA,NA
"200HG",200,"HG","80",1254.098,16,"2+",NA,NA
"200HG",200,"HG","80",1515.172,17,"0+",NA,NA
"200HG",200,"HG","80",1570.275,17,"1+",NA,NA
"200HG",200,"HG","80",1573.665,17,"2+",NA,NA
"200HG",200,"HG","80",1593.426,17,"2+",NA,NA
"200HG",200,"HG","80",1630.892,17,"1+",NA,NA
"200HG",200,"HG","80",1641.443,17,"2+",NA,NA
"200HG",200,"HG","80",1659.008,19,"3+",NA,NA
"200HG",200,"HG","80",1718.303,17,"1+",NA,NA
"200HG",200,"HG","80",1730.925,17,"2+",NA,NA
"200HG",200,"HG","80",1734.344,17,"3+",NA,NA
"200HG",200,"HG","80",1775.582,20,"3+",NA,NA
"200HG",200,"HG","80",1845.778,17,"3+",NA,NA
"200HG",200,"HG","80",1882.857,17,"2+",NA,NA
"200HG",200,"HG","80",1972.276,18,"2+",NA,NA
"200HG",200,"HG","80",1974.336,18,"(3)+",NA,NA
"200HG",200,"HG","80",2061.253,17,"1+",NA,NA
"200HG",200,"HG","80",2114.357,19,"(3)+",NA,NA
"200HG",200,"HG","80",2126.856,18,"2+",NA,NA
"200HG",200,"HG","80",2151.35,10,"3-",NA,NA
"200HG",200,"HG","80",2229.265,20,"1+",NA,NA
"200HG",200,"HG","80",2238.51,22,"(3)",NA,NA
"200HG",200,"HG","80",2274.227,19,"(1,2)+",NA,NA
"200HG",200,"HG","80",2288.95,10,"2+",NA,NA
"200HG",200,"HG","80",2296.28,4,"1+",NA,NA
"200HG",200,"HG","80",2331.784,24,"2+",NA,NA
"200HG",200,"HG","80",2343.595,25,"(3)+",NA,NA
"200HG",200,"HG","80",2370.042,19,"1+",NA,NA
"200HG",200,"HG","80",2388.69,8,"(1,2,3)+",NA,NA
"200TL",200,"TL","81",0,NA,"2-","26.1 H",1
"200TL",200,"TL","81",147.634,21,"0-","7.10 NS",15
"200TL",200,"TL","81",257.183,22,"1-",NA,NA
"200TL",200,"TL","81",289.24,5,"(2)-",NA,NA
"200TL",200,"TL","81",289.92,3,"1-",NA,NA
"200TL",200,"TL","81",450.56,4,"1-",NA,NA
"200TL",200,"TL","81",525.54,3,"1-",NA,NA
"200TL",200,"TL","81",605.45,4,"1-",NA,NA
"200PB",200,"PB","82",1908.59,25,"5-","1.32 NS",7
"200PB",200,"PB","82",2153.7,3,"7-","44 NS",2
"200PB",200,"PB","82",2183.2,11,"(9-)","480 NS",30
"200PB",200,"PB","82",2256.9,3,"6-",NA,NA
"200PB",200,"PB","82",2268.1,4,"(7)-",NA,NA
"200PB",200,"PB","82",2354.9,3,"(6,7)-",NA,NA
"200PB",200,"PB","82",2551.3,3,"(5)-",NA,NA
"200PB",200,"PB","82",2699.3,4,"(6,7,8)-",NA,NA
"200PB",200,"PB","82",3002.7,4,"(6,7,8)-",NA,NA
"200PB",200,"PB","82",3191.9,5,NA,NA,NA
"200PB",200,"PB","82",3483.1,4,"(6,7)-",NA,NA
"201HG",201,"HG","80",0,NA,"3/2-",NA,NA
"201HG",201,"HG","80",1.5648,10,"1/2-","81 NS",5
"201HG",201,"HG","80",26.34,7,"5/2-","630 PS",50
"201HG",201,"HG","80",32.169,20,"3/2-","0.2 NS",NA
"201HG",201,"HG","80",167.48,4,"1/2-","2 NS",NA
"201TL",201,"TL","81",0,NA,"1/2+","3.0421 D",17
"201TL",201,"TL","81",331.17,3,"3/2+","70 PS",20
"201TL",201,"TL","81",692.52,4,"5/2+",NA,NA
"201TL",201,"TL","81",1098.5,4,"3/2+,5/2+",NA,NA
"201TL",201,"TL","81",1134.86,6,"7/2+",NA,NA
"201TL",201,"TL","81",1157.43,4,"3/2+,5/2+",NA,NA
"201TL",201,"TL","81",1238.83,5,"3/2+",NA,NA
"201TL",201,"TL","81",1277.12,4,"3/2+,5/2+",NA,NA
"201TL",201,"TL","81",1290.12,7,"7/2+,9/2+",NA,NA
"201TL",201,"TL","81",1330.42,5,"3/2+,5/2+",NA,NA
"201TL",201,"TL","81",1401.26,5,"3/2+,5/2+",NA,NA
"201TL",201,"TL","81",1420.04,7,"7/2+",NA,NA
"201TL",201,"TL","81",1445.87,6,"(5/2)+",NA,NA
"201TL",201,"TL","81",1479.85,4,"5/2+",NA,NA
"201TL",201,"TL","81",1550.58,15,"1/2,3/2,5/2+",NA,NA
"201TL",201,"TL","81",1575.1,10,"7/2+,9/2+",NA,NA
"201TL",201,"TL","81",1617.46,15,"1/2,3/2,5/2+",NA,NA
"201TL",201,"TL","81",1639.36,4,"3/2+,5/2+",NA,NA
"201TL",201,"TL","81",1671.96,5,"(5/2)+",NA,NA
"201TL",201,"TL","81",1712.4,3,"1/2+,3/2,5/2,7/2+",NA,NA
"201TL",201,"TL","81",1755.33,7,"3/2,5/2+",NA,NA
"201PB",201,"PB","82",629.1,3,"13/2+","60.8 S",18
"201PB",201,"PB","82",936.1,3,"7/2-",NA,NA
"201PB",201,"PB","82",990.5,3,"7/2-",NA,NA
"201PB",201,"PB","82",1014.2,4,"7/2-,9/2-",NA,NA
"201PB",201,"PB","82",1185.8,4,"7/2-,9/2-",NA,NA
"201PB",201,"PB","82",1325.4,5,"7/2-",NA,NA
"201PB",201,"PB","82",1415.4,4,"9/2+",NA,NA
"201PB",201,"PB","82",1447.9,5,"11/2+",NA,NA
"201PB",201,"PB","82",1490.3,6,"7/2-,9/2-",NA,NA
"201PB",201,"PB","82",1651,4,"7/2+",NA,NA
"201PB",201,"PB","82",1737.3,4,"9/2+",NA,NA
"201PB",201,"PB","82",1843.8,5,"11/2+",NA,NA
"201PB",201,"PB","82",1875.6,5,"9/2+",NA,NA
"201PB",201,"PB","82",1977.6,5,"7/2+,9/2,11/2-",NA,NA
"201PB",201,"PB","82",2119.5,5,"9/2+",NA,NA
"201PB",201,"PB","82",2151.9,6,"7/2+",NA,NA
"201PB",201,"PB","82",2208.9,6,"(9/2+)",NA,NA
"201PB",201,"PB","82",2279.8,8,"(9/2)+",NA,NA
"201PB",201,"PB","82",2439.5,7,"7/2+,9/2+",NA,NA
"201PB",201,"PB","82",2459.9,6,"7/2+,9/2+",NA,NA
"201PB",201,"PB","82",2474.6,5,"(7/2+,9/2+)",NA,NA
"201PB",201,"PB","82",2506.8,4,"9/2+",NA,NA
"201PB",201,"PB","82",2548.9,6,"11/2-",NA,NA
"201PB",201,"PB","82",2788.8,6,"11/2-",NA,NA
"201PB",201,"PB","82",2961.8,6,"(7/2,9/2-)",NA,NA
"201PB",201,"PB","82",3050.7,5,"(7/2)+",NA,NA
"201BI",201,"BI","83",846.35,18,"1/2+","57.5 M",21
"201BI",201,"BI","83",890.24,13,"5/2-",NA,NA
"201BI",201,"BI","83",904.23,12,"(7/2)-",NA,NA
"201BI",201,"BI","83",1086.21,18,"3/2+","260 PS",30
"201BI",201,"BI","83",1186.59,17,"(7/2)-",NA,NA
"201BI",201,"BI","83",1441.71,18,"7/2-",NA,NA
"201BI",201,"BI","83",1470.87,22,"(5/2,7/2)-",NA,NA
"201BI",201,"BI","83",1483.54,24,"(3/2-)",NA,NA
"201BI",201,"BI","83",1616.3,4,"1/2+,3/2+,5/2+",NA,NA
"201BI",201,"BI","83",1778.92,22,"(3/2-,5/2,7/2)",NA,NA
"201BI",201,"BI","83",1817.86,22,"1/2,3/2,5/2+",NA,NA
"201BI",201,"BI","83",1848.16,25,"(5/2-,7/2)",NA,NA
"201BI",201,"BI","83",1858.02,24,"3/2+",NA,NA
"201BI",201,"BI","83",1927.32,19,"(5/2-,7/2)",NA,NA
"201BI",201,"BI","83",1944.24,17,"(5/2-,7/2)",NA,NA
"201BI",201,"BI","83",2053.59,21,"3/2+,5/2+",NA,NA
"201BI",201,"BI","83",2065.82,17,"5/2+",NA,NA
"201BI",201,"BI","83",2386.7,5,NA,NA,NA
"201BI",201,"BI","83",2422.1,3,"(3/2-,5/2,7/2)",NA,NA
